part_number,machine_id,production_date,shift_name,operator_id,material_lot,scheduled_start_timestamp,actual_start_timestamp,end_timestamp,cycle_time_sec,ideal_cycle_time_sec,takt_time_sec,maintenance_performed,maintenance_duration_min,unplanned_downtime_min,downtime_reason,total_downtime_min,tool_id,tool_wear,tool_replaced,machine_deterioration,bore_offset_drift_before_correction_mm,bore_inspected,measured_bore_deviation_mm,offset_correction_performed,bore_offset_correction_mm,bore_offset_after_correction_mm,material_hardness_effect,material_machinability_effect,residual_stress_effect,operator_setup_bias_mm,operator_seating_error,spindle_speed_rpm,feed_rate_mm_rev,coolant_flow_l_min,cutting_force_n,spindle_load_pct,temperature_c,vibration_mm_s,bore_diameter_mm,surface_roughness_um,flatness_mm,burr_height_mm,bore_lsl_mm,bore_usl_mm,roughness_usl_um,flatness_usl_mm,burr_usl_mm,bore_pass,roughness_pass,flatness_pass,burr_pass,first_pass_good,defect_count,defect_type,disposition,good_after_disposition,scrap_unit,rework_unit
11,CNC-01,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:03:17.623792,2026-07-21 06:03:17.623792,2026-07-21 06:04:56.077266,98.45347418404876,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.00823108598347262,False,0.000412918539969279,0.00018910763468770839,False,,False,0.0,0.00018910763468770839,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2378.360834691644,0.18169108231432576,11.794514180474703,371.12206251738667,58.892127038829,40.53864204752267,2.6103323397025706,25.004944591142312,0.7750094665479095,0.01910338053344871,0.03524865833057501,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
12,CNC-02,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:03:09.173429,2026-07-21 06:03:09.173429,2026-07-21 06:04:43.942127,94.76869822448826,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.009015089072198182,False,0.000366428120971409,0.00023224743207033533,False,,False,0.0,0.00023224743207033533,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2407.6916093344394,0.17417364676491415,11.383668789721701,404.92561643010936,67.01646553598546,40.43089288631378,2.0561873919305405,25.023701902853276,0.5176778011361791,0.011075386603156809,0.028255249259395293,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
13,CNC-03,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:03:25.408719,2026-07-21 06:03:25.408719,2026-07-21 06:05:07.211206,101.80248687506938,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.009648538856712484,False,0.00033847048415059093,-0.0003978022473011591,False,,False,0.0,-0.0003978022473011591,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2404.448875773234,0.18258148197740226,11.076813307664569,385.47286084701307,60.493710672102395,39.610989990991705,2.073594006546335,24.990288705243554,0.7629675381303997,0.009139920063243288,0.022779524402251283,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
14,CNC-04,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:03:08.707965,2026-07-21 06:03:08.707965,2026-07-21 06:04:41.946033,93.23806836232892,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.010495843678810447,False,0.0002569703651887017,-0.0002536517353561009,False,,False,0.0,-0.0002536517353561009,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2395.870705257926,0.17655201565513826,11.898800985746435,388.4148431596907,62.86905660852316,39.11758028291581,1.97382383329001,25.002092064410594,0.8020317327588338,0.02892152639999287,0.013363585537247263,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
15,CNC-05,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:03:13.970645,2026-07-21 06:03:13.970645,2026-07-21 06:04:46.192392,92.22174697737196,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.009146275936923876,False,0.00037663814421617475,-1.245988472996088e-05,False,,False,0.0,-1.245988472996088e-05,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2375.7604697106467,0.17674009842735133,11.033041987958015,383.4444303735003,59.92051244679809,40.1281122756557,2.048098062977528,24.99820197450033,0.48073858925797386,0.012183673713513917,0.04312101177602412,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
16,CNC-01,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:04:56.077266,2026-07-21 06:04:56.077266,2026-07-21 06:06:32.370165,96.2928989766379,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.010412420133017386,False,0.000587303305197597,0.0004221767153978895,False,,False,0.0,0.0004221767153978895,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2388.389690544092,0.1812207573868887,12.776856794033161,374.14488936828064,61.30131353528896,40.680785969401676,2.4293821794813,25.002484231425196,0.7467248329894277,0.00781134321106168,0.01980309219865245,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
17,CNC-02,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:04:43.942127,2026-07-21 06:04:43.942127,2026-07-21 06:06:15.449349,91.50722160590945,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.01239777856739779,False,0.0005362539775029266,0.0002745588523654328,False,,False,0.0,0.0002745588523654328,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2406.718430500069,0.18126666124545282,12.022954649250535,386.1816159829318,60.79476695026893,40.745702175565434,2.103919191699093,25.027227694440647,0.7895590905617994,0.01978413601872329,0.014664542389225835,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
18,CNC-03,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:05:07.211206,2026-07-21 06:05:07.211206,2026-07-21 06:06:39.664590,92.45338415124813,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.01151471235927538,False,0.0005347082141873886,-0.0002673058387463303,False,,False,0.0,-0.0002673058387463303,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2433.7387508862093,0.18172864892962104,11.499343717227948,380.48692299350154,62.70609969589832,40.9184184696959,2.2044088853936756,24.99235158651437,0.6423220247794775,0.01919779681481929,0.03707675794989933,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
19,CNC-04,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:04:41.946033,2026-07-21 06:04:41.946033,2026-07-21 06:06:24.261034,102.31500124595857,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.01311698645448244,False,0.00036306710513359157,-0.000311350717310989,False,,False,0.0,-0.000311350717310989,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2339.7931416449223,0.18115973708436992,12.776654075584643,367.83136411920054,63.45555601878854,39.220420233870094,1.9519366038771648,24.995448726400095,0.5161654097205883,0.024999816770930158,0.028131965501744915,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
20,CNC-05,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:04:46.192392,2026-07-21 06:04:46.192392,2026-07-21 06:06:27.511580,101.31918831506938,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.012213417969628644,False,0.0005171538633918077,0.0002761845503678757,False,,False,0.0,0.0002761845503678757,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2430.25799021957,0.1783491881167502,12.029014740182536,377.4876684509297,64.16790839037596,39.17308226449992,2.3527203521990905,24.997487135777618,0.7950035394093327,0.027266193084141098,0.04018835933384439,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
21,CNC-01,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:06:32.370165,2026-07-21 06:06:32.370165,2026-07-21 06:08:11.260996,98.89083060266388,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.012953062015114638,False,0.0007861257610033947,0.00037277108819865675,False,,False,0.0,0.00037277108819865675,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2454.171399196358,0.18255265955669603,11.684066280769759,374.20377661876375,61.91718649537967,39.551812192955424,2.3199304448706797,25.005411405857537,0.8620098629659699,0.021301206831382778,0.0,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
22,CNC-02,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:06:15.449349,2026-07-21 06:06:15.449349,2026-07-21 06:07:53.199251,97.74990185966055,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.014088693310553884,False,0.0007467528379079479,0.0004021086973948605,False,,False,0.0,0.0004021086973948605,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2380.589784149984,0.1823428358602265,11.286938365137491,404.165627077628,64.00343841271902,41.66129246344923,2.021856545653032,25.02121859678597,0.7405738961794011,0.018745002492573853,0.02498195105786396,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
23,CNC-03,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:06:39.664590,2026-07-21 06:06:39.664590,2026-07-21 06:08:27.552086,107.88749590091905,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.014551274780068506,False,0.0007347605030779818,-0.0002855336028992899,False,,False,0.0,-0.0002855336028992899,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2436.2722526735333,0.17492034503875356,11.942423367450651,403.4962887762428,61.52694959531637,39.60909603393288,2.2894766322943685,24.99656494761317,0.6805704175516666,0.02719830400893849,0.030666730423563635,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
24,CNC-04,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:06:24.261034,2026-07-21 06:06:24.261034,2026-07-21 06:07:52.472141,88.2111071472137,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.01484074498924456,False,0.0005483894618029223,-0.00022487858226084834,False,,False,0.0,-0.00022487858226084834,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2457.4273066847727,0.17762410996835068,12.047559098923118,401.7448254101409,59.557659074090225,39.24130347622914,1.7762277739355437,24.996905176054984,0.5665324466280659,0.019724917469887426,0.024876005901642708,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
25,CNC-05,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:06:27.511580,2026-07-21 06:06:27.511580,2026-07-21 06:08:04.361047,96.84946708880192,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.015291775939471484,False,0.0006405604141882911,0.00022213297924619953,False,,False,0.0,0.00022213297924619953,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2425.8467809494173,0.18030584385192047,12.340906879673595,389.1051836792418,63.68067982099552,39.54560375105058,2.196333245158229,24.999675679910514,0.7382197076614619,0.01948346102239542,0.02742089073765056,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
26,CNC-01,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:08:11.260996,2026-07-21 06:08:11.260996,2026-07-21 06:09:45.168475,93.90747939075487,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.015065698030072223,False,0.0009788630367862327,0.0004881324367120146,False,,False,0.0,0.0004881324367120146,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2349.401915121174,0.16918248486833903,11.693019048463956,394.1584238919249,62.11772560187086,40.30434420412488,2.538695766809986,25.011238023218024,0.7701249108528659,0.026366976555707404,0.023045778344739646,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
27,CNC-02,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:07:53.199251,2026-07-21 06:07:53.199251,2026-07-21 06:09:24.948764,91.74951325496372,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.01671747992751165,False,0.0008873990989068089,0.0004476029613467899,False,,False,0.0,0.0004476029613467899,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2429.403879709924,0.18742722164790335,11.376420999702301,391.951763356422,60.35528817813422,41.58218284490258,2.129984857993454,25.007488015177124,0.7453751981475538,0.013048130339846732,0.018650631667031785,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
28,CNC-03,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:08:27.552086,2026-07-21 06:08:27.552086,2026-07-21 06:10:20.971785,113.41969936312833,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.017557734676722572,False,0.0009680333961335938,8.344395516300543e-05,False,,False,0.0,8.344395516300543e-05,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2413.9456689191825,0.18562673485753317,11.844003771997988,369.4063130233404,63.97843365297968,40.304962766075825,2.4115909234142343,24.994941958321157,0.6929980823591082,0.020534214437947045,0.043109655559802035,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
29,CNC-04,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:07:52.472141,2026-07-21 06:07:52.472141,2026-07-21 06:09:22.714577,90.2424364053862,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.017201327216621223,False,0.000629086358703943,-0.0001922690803061948,False,,False,0.0,-0.0001922690803061948,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2412.935867073312,0.17956737459186406,12.140126339710232,376.4580896174914,58.44828369519765,38.0938143730898,1.8024007030356262,24.99806876814337,0.498222543080628,0.029334015527765808,0.03329122691879899,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
30,CNC-05,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:08:04.361047,2026-07-21 06:08:04.361047,2026-07-21 06:09:41.695679,97.33463242820422,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.018219400842048646,False,0.0008163288961644784,0.0003294464068105327,False,,False,0.0,0.0003294464068105327,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2422.9493931258116,0.17815709423017834,12.477263797717365,372.703894131614,61.79174363984085,43.06810678653861,2.2600654639654314,25.008171806926104,0.6757953527974772,0.02611106408417501,0.021714364957070457,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
31,CNC-01,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:09:45.168475,2026-07-21 06:09:45.168475,2026-07-21 06:11:26.779217,101.61074238199313,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.018257465705443312,False,0.0011462758234026807,0.0002814412295759618,False,,False,0.0,0.0002814412295759618,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2439.2634491872795,0.18133314874022394,11.869124773417813,392.19184168260455,61.978149222190616,41.751889813164034,2.1215013665085576,25.003202294151418,0.5184608580479627,0.0069970159250235895,0.03624267813995995,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
32,CNC-02,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:09:24.948764,2026-07-21 06:09:24.948764,2026-07-21 06:10:58.443464,93.49470037660403,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.019244253193547407,False,0.001035153467499432,0.0006081810494857733,False,,False,0.0,0.0006081810494857733,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2485.992929460332,0.18164073662924282,11.74632919503623,392.45125878462073,59.233961919726404,40.740839434110995,2.237173529470806,25.01627779209376,0.7347962362147165,0.019506461497194223,0.029410476490670558,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
33,CNC-03,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:10:20.971785,2026-07-21 06:10:20.971785,2026-07-21 06:12:07.122118,106.15033265376394,90.0,105.0,False,0.0,0.0,None,0.0,CNC-03-T001,0.019895197861478267,False,0.0011809474038091705,6.227826196007898e-05,False,,False,0.0,6.227826196007898e-05,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2448.030855802881,0.17882270946752862,12.629593921103094,381.32581461938423,65.36961903119642,40.42891330390881,2.3178131200936303,25.001149469121785,0.6498728122999176,0.0117639726761809,0.01788034467168531,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
34,CNC-04,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:09:22.714577,2026-07-21 06:09:22.714577,2026-07-21 06:11:00.348809,97.63423162409974,90.0,105.0,False,0.0,0.0,None,0.0,CNC-04-T001,0.020658319975423386,False,0.0007895176122774718,-0.00022426003339524032,False,,False,0.0,-0.00022426003339524032,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2317.479293360156,0.17614421141968764,11.239668200242555,376.5127438715246,62.49385983875037,40.16170659067378,1.9283218650076852,25.000757395506145,0.5826224227617212,0.009303600694299828,0.02947263926665662,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
35,CNC-05,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:09:41.695679,2026-07-21 06:09:41.695679,2026-07-21 06:11:23.167375,101.47169646075838,90.0,105.0,False,0.0,0.0,None,0.0,CNC-05-T001,0.022164386953949435,False,0.0009682675298823633,0.0003649006514228923,False,,False,0.0,0.0003649006514228923,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2398.230108044835,0.1783018829251508,11.659169707285391,374.40997729199154,59.117873051891365,39.6260001005596,2.1891285092708315,25.000629309123106,0.662870316003439,0.016956899642578932,0.03148129184679205,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
36,CNC-01,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:11:26.779217,2026-07-21 06:11:26.779217,2026-07-21 06:12:59.199050,92.41983250882058,90.0,105.0,False,0.0,0.0,None,0.0,CNC-01-T001,0.021186546973959372,False,0.0013089355745378587,7.101564204900935e-05,False,,False,0.0,7.101564204900935e-05,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2350.593949952146,0.1793778462557266,12.115560031399303,376.02087325268394,62.34841177742218,38.47810612748236,2.5839580846278003,25.009447753882807,0.7612939004998759,0.019635732366629955,0.0,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
37,CNC-02,2026-07-21,Shift 1,OP-A,LOT-001,2026-07-21 06:10:58.443464,2026-07-21 06:10:58.443464,2026-07-21 06:12:38.786334,100.34286988001406,90.0,105.0,False,0.0,0.0,None,0.0,CNC-02-T001,0.023168462080857505,False,0.0012356791913853906,0.0010089684390105717,False,,False,0.0,0.0010089684390105717,0.2285378098158235,-0.6759896690563221,0.4350812152451623,0.001222734131308578,0.031224120283654087,2360.0968888516472,0.17591517208927304,12.103727543194976,405.9753056202101,60.588932859257056,40.36722535363935,2.413139879564612,25.008361099124617,0.5536976949980226,0.014283351663474796,0.017323765834383706,24.95,25.05,1.6,0.04,0.08,True,True,True,True,True,0,None,Good,True,False,False
